First Author (last),First Author (first),et al.,Modern Location,Modern Latitude,Modern Longitude,Paleo-Latitude,Paleo-Longitude,Numerical Age,Period,Epoch,Age,Formation,Host Litho,Year,DOI,Title,Citation (MLA 9),Note
Nakazawa,Tsutomu,"Ueno, Katsumi; Nonomura, Nami; Fujikawa, Masayuki","Managatake, Japan",34.26414,131.321946,,,290.1-283.5,Permian,Cisuralian,Artkinskian,Akiyoshi limestones,Akiyoshi accretionary complex,2015,10.1016/j.palaeo.2014.12.015,"Microbial Community from the Lower Permian (Artinskian–Kungurian) Paleoclimatic Transition, Mid-Panthalassan Akiyoshi Atoll, Japan","Nakazawa, Tsutomu, et al. “Microbial Community from the Lower Permian (Artinskian–Kungurian) Paleoclimatic Transition, Mid-Panthalassan Akiyoshi Atoll, Japan.” Palaeogeography, Palaeoclimatology, Palaeoecology, vol. 420, Feb. 2015, pp. 116–27. DOI.org (Crossref), https://doi.org/10.1016/j.palaeo.2014.12.015.",
Nakazawa,Tsutomu,"Ueno, Katsumi; Wang, Xiangdong","Yunnan, China",23.323722,99.322889,,,268-264.5,Permian,Guadalupian,Murgabian,Yutangzhai section,Changning–Menglian Belt,2009,10.1111/j.1440-1738.2008.00650.x,"Sedimentary facies of Carboniferous–Permian mid-oceanic carbonates in the Changning–Menglian Belt, West Yunnan, Southwest China: Origin and depositional process","Nakazawa, Tsutomu, et al. “Sedimentary Facies of Carboniferous–Permian Mid-Oceanic Carbonates in the Changning–Menglian Belt, West Yunnan, Southwest China: Origin and Depositional Process.” Island Arc, vol. 18, no. 1, 2009, pp. 94–107. Wiley Online Library, https://doi.org/10.1111/j.1440-1738.2008.00650.x.",
Norlund,Ulf,-,"Hälludden, Öland, Sweden",57.351002,17.036368,,,,Ordovician,Early,-,Limestone,-,1989,10.1080/11035898909454760,"Lithostratigraphy and sedimentology of a Lower Ordovician limestone sequence at Hälludden, Öland, Sweden","Nordlund, Ulf. “Lithostratigraphy and Sedimentology of a Lower Ordovician Limestone Sequence at Hälludden, Öland, Sweden.” Geologiska Föreningen i Stockholm Förhandlingar, vol. 111, no. 1, Mar. 1989, pp. 65–94. DOI.org (Crossref), https://doi.org/10.1080/11035898909454760.",
Onoue,T,"Stanley Jr, G.D.","Kumamoto, Japan",32.281118,130.609099,,,,Triassic,Late,Norian,Sambosan accretionary complex,Panthalassa Ocean,2008,10.1007/s10347-008-0148-2,Sedimentary facies from Upper Triassic reefal limestone of the Sambosan accretionary complex in Japan: mid-ocean patch reef development in the Panthalassa Ocean,"Onoue, T., and G. D. Stanley Jr. “Sedimentary Facies from Upper Triassic Reefal Limestone of the Sambosan Accretionary Complex in Japan: Mid-Ocean Patch Reef Development in the Panthalassa Ocean.” Facies, vol. 54, no. 4, 2008, pp. 529–47. Springer Link, https://doi.org/10.1007/s10347-008-0148-2.",
Orozco,Miguel,"Molina, Jose Miguel; Crespo-Blanc, Ana; Alonso-Chaves, Francisco Manuel","Las Menas, Spain",37.283271,-2.513341,,,11.63-7.246,Neogene,Miocene,Tortonian,Filabres detachment,Sierra de los Filabres,1999,10.1023/A:1003610431688,"Palaeokarst and rauhwacke development, mountain uplift and subaerial sliding of tectonic sheets (northern Sierra de los Filabres, Betic Cordilleras, Spain)","Orozco, Miguel, et al. “Palaeokarst and Rauhwacke Development, Mountain Uplift and Subaerial Sliding of Tectonic Sheets (Northern Sierra de Los Filabres, Betic Cordilleras, Spain).” Geologie En Mijnbouw, vol. 78, no. 1, 1999, pp. 103–17. DOI.org (Crossref), https://doi.org/10.1023/A:1003610431688.",
Perkins,Ronald D,-,"Everglades ,Florida, USA",25.078717,-80.673385,,,2.58-1.8,Quaternary,Pleistocene,Early,-,-,1977,-,PART II: Depositional Framework of Pleistocene Rocks in South Florida,"Perkins, Ronald D. “PART II: Depositional Framework of Pleistocene Rocks in South Florida.” Geological Society of America Memoirs, vol. 147, Geological Society of America, 1977, pp. 131–98. DOI.org (Crossref), https://doi.org/10.1130/MEM147-p131.",
Peybernes,Camille,"Peyrotty, Giovan; Chablais, Jerome; Onoue, Tetsuji; Yamashita, Daisuke; Martini, Rossana","Mt. Sambosan, Japan",33.5747,133.711433,,,,Triassic,Late,Norian-Rhaetian,Slab under the castle,Mount Sambosan,2020,10.1016/j.gloplacha.2020.103250,"Birth and death of seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic sedimentary record at Mount Sambosan, Shikoku, Southwest Japan","Peybernes, Camille, et al. “Birth and Death of Seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic Sedimentary Record at Mount Sambosan, Shikoku, Southwest Japan.” Global and Planetary Change, vol. 192, Sept. 2020, p. 103250. ScienceDirect, https://doi.org/10.1016/j.gloplacha.2020.103250.",
Peybernes,Camille,"Peyrotty, Giovan; Chablais, Jerome; Onoue, Tetsuji; Yamashita, Daisuke; Martini, Rossana","Mt. Sambosan, Japan",33.5742,133.712217,,,,Triassic,Late,Norian-Rhaetian,Clasts under the castle,Mount Sambosan,2020,10.1016/j.gloplacha.2020.103250,"Birth and death of seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic sedimentary record at Mount Sambosan, Shikoku, Southwest Japan","Peybernes, Camille, et al. “Birth and Death of Seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic Sedimentary Record at Mount Sambosan, Shikoku, Southwest Japan.” Global and Planetary Change, vol. 192, Sept. 2020, p. 103250. ScienceDirect, https://doi.org/10.1016/j.gloplacha.2020.103250.",
Peybernes,Camille,"Peyrotty, Giovan; Chablais, Jerome; Onoue, Tetsuji; Yamashita, Daisuke; Martini, Rossana","Mt. Sambosan, Japan",33.581867,133.722017,,,,Triassic,Late,Norian-Rhaetian,Slab in the quarry,Mount Sambosan,2020,10.1016/j.gloplacha.2020.103250,"Birth and death of seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic sedimentary record at Mount Sambosan, Shikoku, Southwest Japan","Peybernes, Camille, et al. “Birth and Death of Seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic Sedimentary Record at Mount Sambosan, Shikoku, Southwest Japan.” Global and Planetary Change, vol. 192, Sept. 2020, p. 103250. ScienceDirect, https://doi.org/10.1016/j.gloplacha.2020.103250.",
Peybernes,Camille,"Peyrotty, Giovan; Chablais, Jerome; Onoue, Tetsuji; Yamashita, Daisuke; Martini, Rossana","Mt. Sambosan, Japan",33.583033,133.7222,,,,Triassic,Late,Norian-Rhaetian,Clasts in the quarry,Mount Sambosan,2020,10.1016/j.gloplacha.2020.103250,"Birth and death of seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic sedimentary record at Mount Sambosan, Shikoku, Southwest Japan","Peybernes, Camille, et al. “Birth and Death of Seamounts in the Panthalassa Ocean: Late Triassic to Early Jurassic Sedimentary Record at Mount Sambosan, Shikoku, Southwest Japan.” Global and Planetary Change, vol. 192, Sept. 2020, p. 103250. ScienceDirect, https://doi.org/10.1016/j.gloplacha.2020.103250.",
Platt,Nigel H,-,"Burgos, Spain",42.02431,-3.028495,,,,Cretaceous,Early,Berriasian,Berriasian Rupelo Formation,W Cameros Basin,1989,10.1111/j.1365-3091.1989.tb02092.x,"Lacustrine carbonates and pedogenesis: sedimentology and origin of palustrine deposits from the Early Cretaceous Rupelo Formation, W Cameros Basin, N Spain","Platt, Nigel H. “Lacustrine Carbonates and Pedogenesis: Sedimentology and Origin of Palustrine Deposits from the Early Cretaceous Rupelo Formation, W Cameros Basin, N Spain.” Sedimentology, vol. 36, no. 4, 1989, pp. 665–84. Wiley Online Library, https://doi.org/10.1111/j.1365-3091.1989.tb02092.x.",
Platt,Nigel H,-,"Lake Neuchatel-Lake Geneva, Switzerland",46.686745,6.605398,,,,Paleogene,Oligocene,Chattian,-,-,1992,10.1016/0037-0738(92)90114-7,"Fresh-water carbonates from the Lower Freshwater Molasse (Oligocene, western Switzerland): sedimentology and stable isotopes","Platt, Nigel H. “Fresh-Water Carbonates from the Lower Freshwater Molasse (Oligocene, Western Switzerland): Sedimentology and Stable Isotopes.” Sedimentary Geology, vol. 78, no. 1–2, June 1992, pp. 81–99. DOI.org (Crossref), https://doi.org/10.1016/0037-0738(92)90114-7.",
Raspini,Arturo,-,"Monte Tobenna, Italy",40.734133,14.92362,,,,Cretaceous,Early,Aptian,Monte Tobenna,Southern Apennines,1998,10.1006/cres.1997.0103,"Microfacies analysis of shallow water carbonates and evidence of hierarchically organized cycles: Aptian of Monte Tobenna, southern Apennines, Italy","Raspini, Arturo. “Microfacies Analysis of Shallow Water Carbonates and Evidence of Hierarchically Organized Cycles: Aptian of Monte Tobenna, Southern Apennines, Italy.” Cretaceous Research, vol. 19, no. 2, Apr. 1998, pp. 197–223. DOI.org (Crossref), https://doi.org/10.1006/cres.1997.0103.",
Raspini,Arturo,-,"Monte Faito, Italy",40.683137,14.50763,,,,Cretaceous,Early,Hauterivian-Albian,Monte Faito,Southern Apennines,2001,10.1144/jgs.158.2.353,"Stacking pattern of cyclic carbonate platform strata: Lower Cretaceous of southern Apennines, Italy","Raspini, Arturo. “Stacking Pattern of Cyclic Carbonate Platform Strata: Lower Cretaceous of Southern Apennines, Italy.” Journal of the Geological Society, vol. 158, no. 2, Mar. 2001, pp. 353–66. DOI.org (Crossref), https://doi.org/10.1144/jgs.158.2.353.",
Reinhold,Carsten,-,"Baden-Wurttemberg, Germany",48.628337,9.948925,,,,Jurassic,Late,-,Swabian-Franconian Alps,Alpine Molasse Basin,1998,10.2110/jsr.68.378,Ancient helictites and the formation of vadose crystal silt in Upper Jurassic carbonates (southern Germany),"Reinhold, Carsten. “Ancient Helictites and the Formation of Vadose Crystal Silt in Upper Jurassic Carbonates (Southern Germany).” Journal of Sedimentary Research, vol. 68, no. 3, May 1998, pp. 378–90. Silverchair, https://doi.org/10.2110/jsr.68.378.",
Ryczkowska,Iga,"Matysik, Michal","Tarnow Opolski, Poland",50.568478,18.08071,,,,Triassic,Early-Middle,Olenekian-Ladinian,Karchowice Beds,Germanic Basin,2025,10.1016/j.marpetgeo.2024.107174,"Multistage selective diagenesis increasing poro-perm properties of Anisian sponge-microbial-coral patch reefs and adjacent facies in the Muschelkalk of Upper Silesia, Southern Poland","Ryczkowska, Iga, and Michał Matysik. “Multistage Selective Diagenesis Increasing Poro-Perm Properties of Anisian Sponge-Microbial-Coral Patch Reefs and Adjacent Facies in the Muschelkalk of Upper Silesia, Southern Poland.” Marine and Petroleum Geology, vol. 171, Jan. 2025, p. 107174. DOI.org (Crossref), https://doi.org/10.1016/j.marpetgeo.2024.107174.",
Sadji,Radouane,"Munnecke, Axel; Benhamou, Miloud; Alberti, Matthias; Belkhedim, Salim; Ramdane, Nabil","Tiaret, Algeria",35.477718,1.227752,,,,Jurassic,Late,Oxfordian,Frid Ammonitico Rosso Formation,Ouarsenis Mountains,2021,10.1016/j.palaeo.2021.110224,"Late Jurassic temperatures for the southern Tethyan margin based on belemnites δ18O from the Ouarsenis Mountains, northwestern Algeria","Sadji, Radouane, et al. “Late Jurassic Temperatures for the Southern Tethyan Margin Based on Belemnites δ18O from the Ouarsenis Mountains, Northwestern Algeria.” Palaeogeography, Palaeoclimatology, Palaeoecology, vol. 566, Mar. 2021, p. 110224. ScienceDirect, https://doi.org/10.1016/j.palaeo.2021.110224.",
Sandström,Olof,-,"Ljugarn, Sweden",57.349682,18.738977,,,,Silurian,Late,Ludfordian,-,Gotland Sweden,1998,10.1080/11035899801204365,"Sediments and stromatoporoid morphotypes in Ludfordian (Upper Silurian) reefal sea stacks on Gotland, Sweden","Sandström, Olof. “Sediments and Stromatoporoid Morphotypes in Ludfordian (Upper Silurian) Reefal Sea Stacks on Gotland, Sweden.” GFF, vol. 120, no. 4, Dec. 1998, pp. 365–71. Taylor and Francis+NEJM, https://doi.org/10.1080/11035899801204365.",
Sattler,Ute,"Immenhauser, Adrian; Hillgartner, Heiko; Esteban, Mateu","Jabal Madar, Oman",20.485017,57.791548,,,,Cretaceous,Early,Barremian-Aptian,Qishn Formation,Huqf area,2005,10.1111/j.1365-3091.2005.00701.x,"Characterization, lateral variability and lateral extent of discontinuity surfaces on a Carbonate Platform (Barremian to Lower Aptian, Oman)","Sattler, Ute, et al. “Characterization, Lateral Variability and Lateral Extent of Discontinuity Surfaces on a Carbonate Platform (Barremian to Lower Aptian, Oman).” Sedimentology, vol. 52, no. 2, 2005, pp. 339–61. Wiley Online Library, https://doi.org/10.1111/j.1365-3091.2005.00701.x.",
Schlager,Wolfgang,-,"Hallstatt, Austria",47.540438,13.659773,,,,Triassic,Late,-,Hallstatt,Alpine-Mediterranean orogenic belt,1975,10.1002/9781444304855.ch3,Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors,"Schlager, Wolfgang. “Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors.” Pelagic Sediments: On Land and under the Sea, edited by Kenneth J. Hsü and Hugh C. Jenkyns, 1st ed., Wiley, 1975, pp. 49–70. DOI.org (Crossref), https://doi.org/10.1002/9781444304855.ch3.",
Schlager,Wolfgang,-,"Adnet, Austria",47.699382,13.116672,,,,Jurassic,Early,-,Adnet Limestone,Alpine-Mediterranean orogenic belt,1975,10.1002/9781444304855.ch4,Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors,"Schlager, Wolfgang. “Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors.” Pelagic Sediments: On Land and under the Sea, edited by Kenneth J. Hsü and Hugh C. Jenkyns, 1st ed., Wiley, 1975, pp. 49–70. DOI.org (Crossref), https://doi.org/10.1002/9781444304855.ch3.",
Schlager,Wolfgang,-,"Furlo, Italy",43.636729,12.71115,,,,Jurassic,Late,Tithonian,Furlo Appenines,Alpine-Mediterranean orogenic belt,1975,10.1002/9781444304855.ch5,Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors,"Schlager, Wolfgang. “Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors.” Pelagic Sediments: On Land and under the Sea, edited by Kenneth J. Hsü and Hugh C. Jenkyns, 1st ed., Wiley, 1975, pp. 49–70. DOI.org (Crossref), https://doi.org/10.1002/9781444304855.ch3.",
Schlager,Wolfgang,-,"Blaa Alm, Austria",47.675889,13.728712,,,,Jurassic,Middle,-,Klaus,Alpine-Mediterranean orogenic belt,1975,10.1002/9781444304855.ch6,Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors,"Schlager, Wolfgang. “Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors.” Pelagic Sediments: On Land and under the Sea, edited by Kenneth J. Hsü and Hugh C. Jenkyns, 1st ed., Wiley, 1975, pp. 49–70. DOI.org (Crossref), https://doi.org/10.1002/9781444304855.ch3.",
Schlager,Wolfgang,-,"Drauzug, Austria",46.750731,12.802752,,,,Jurassic,Middle-Late,-,Ammonotico Rosso,Alpine-Mediterranean orogenic belt,1975,10.1002/9781444304855.ch7,Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors,"Schlager, Wolfgang. “Preservation of Cephalopod Skeletons and Carbonate Dissolution on Ancient Tethyan Sea Floors.” Pelagic Sediments: On Land and under the Sea, edited by Kenneth J. Hsü and Hugh C. Jenkyns, 1st ed., Wiley, 1975, pp. 49–70. DOI.org (Crossref), https://doi.org/10.1002/9781444304855.ch3.",
